headline,url,published,category
"ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ಲೊಕೇಷನ್‌ ಟ್ರ್ಯಾಕಿಂಗ್‌
ನಿಯಂತ್ರಣ ಹೇಗೆ?",https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-disable-and-enable-location-tracking-in-smart-phones-and-apps-3191955,1741120560000,Tech-tips-technology
Science and Technology | ಎ.ಐ. 'ಸೇಲ್ಸ್‌ ರೆಪ್',https://www.prajavani.nethttps://www.prajavani.net/technology/gadget-news/science-and-technology-ai-as-sales-representatives-3173572,1739921400000,Tech-tips-technology
Science and Technology | ರೋಬೋಗಳ ನಿರ್ಮಾಣಕ್ಕೆ ಸಿಕ್ಕಿತು ಹೊಸ ವಸ್ತು,https://www.prajavani.nethttps://www.prajavani.net/technology/gadget-news/science-and-technology-robot-manufacturing-new-material-has-been-found-for-the-construction-of-robots-3173637,1739917800000,Tech-tips-technology
ಸೋರಾ: ಸಿನಿಮಾ ನಿರ್ಮಾಣದ ಎ.ಐ.,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/open-ai-sora-tool-helps-creative-visualisation-cinema-industry-3163763,1739316600000,Tech-tips-technology
Science & Technology | ಮ್ಯಾಟರ್‌ ಜೆನ್‌: ಎಐ ವಿಶ್ವಾಮಿತ್ರ!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/mattergen-a-generative-model-science-and-technology-3153719,1738708200000,Tech-tips-technology
 Science & Technology | ಸ್ವಾಸ್ಥ್ಯಕ್ಕೆ ಸೌರಶಕ್ತಿ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/solar-energy-and-health-science-technology-3153743,1738708200000,Tech-tips-technology
Science And Technology | ವಂಚಕರ ಜಾಲಕ್ಕೆ ದಾರಿಯಾದೀತು ಅಪರಿಚಿತ ಕರೆ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/cybercrime-avoid-unknown-international-calls-and-protect-yourself-3133936,1737502200000,Tech-tips-technology
"ನಿಮ್ಮ ಸ್ಮಾರ್ಟ್ ಫೋನ್‌ನ ಬ್ಯಾಟರಿ ಉಳಿತಾಯ, ಬಾಳಿಕೆ ಹೆಚ್ಚಿಸುವುದು ಹೇಗೆ?",https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-save-battery-in-mobile-phones-smartphones-and-gadgets-2-3115176,1736298600000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ | ಎಐ ದೊಡ್ಡ ಹೊಟ್ಟೆಗೆ ಸಿಂಥೆಟಿಕ್ ಡೇಟಾ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/artificial-intelligence-data-set-of-technologies-that-enable-computers-to-perform-a-variety-of-advanced-functions-3082657,1733877000000,Tech-tips-technology
Technology | ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ಬ್ಯಾಟರಿ: ಬದಲಾಗುತ್ತಿದೆ ತಂತ್ರಜ್ಞಾನ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/latest-advancement-in-smartphone-battery-technology-silicon-carbon-3072349,1733272800000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ | ಆನ್‌ಲೈನ್‌ ವಂಚನೆಗಳ ಬಲೆಗೆ ತಲೆಯೊಡ್ಡದಿರಿ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-tackle-online-scams-googles-golden-rules-to-prevent-online-fraud-explained-3063140,1732667400000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ ಲೋಕ: ಇಮೇಲ್ ಜತೆಗೆ ‘ಅಲಿಯಾಸ್ ಇಮೇಲ್’,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/email-and-alias-email-in-e-commerce-3053559,1732059660000,Tech-tips-technology
‘ಎಸ್ಎಂಎಸ್’ಗೆ ಬೇಡ ಸಿಮ್‌,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/satellite-communication-service-direct-to-device-bsnl-is-ready-3044207,1731458700000,Tech-tips-technology
ಜನನ- ಮರಣ ನೋಂದಣಿಗೆ CRS ಮೊಬೈಲ್ ಆ್ಯಪ್‌: ಬಳಕೆ ಹೇಗೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/birth-and-death-registration-crs-app-how-works-here-is-the-details-3028345,1730272124896,Tech-tips-technology
ವರ್ಚುವಲ್ ಟೋಲ್ ವ್ಯವಸ್ಥೆ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/navigation-satellite-based-tolling-live-monitoring-of-plazas-how-gnss-works-3026639,1730246400000,Tech-tips-technology
ಕದ್ದ ಪಾಠವನ್ನು ತೋರಿಸುವ ಕಾಣದ ಗುರುತು,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/technology-artificial-intelligence-tattoo-can-be-recognizable-3026651,1730246100000,Tech-tips-technology
ಕೇಳಿದ್ದೆಲ್ಲವನ್ನೂ ನೀಡುತ್ತವೆಯೇ ಚಾಟ್‌ಬಾಟ್‌: ಬಳಸುವ ಮುನ್ನ ಇದನ್ನು ತಿಳಿಯಿರಿ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/know-about-chatbots-rules-before-using-it-2970374,1726615800000,Tech-tips-technology
"ತಂತ್ರಜ್ಞಾನ | ಬ್ರೌಸರಲ್ಲಿ 'ಟ್ಯಾಬ್ ಗ್ರೂಪ್ಸ್' ಮಾಡಿ, ಕೆಲಸ ವೇಗವಾಗಿಸಿ",https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/technology-tips-what-is-tab-groups-and-what-are-its-uses-in-google-chrome-browser-2952784,1725409800000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ: ಗೂಗಲ್ ಸರ್ಚ್‌ಗೆ ಈಗ ಹೆಚ್ಚಿನ 'ಬುದ್ಧಿಮತ್ತೆ',https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/what-is-google-ai-overview-feature-in-search-engine-2-2943234,1724804880000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ: ಪೊಟ್ಟಣಕ್ಕೆ ಒಲಿದ ‘ಅಮೃತಧಾರೆ’,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/milk-dispenser-device-amrthadhare-invented-by-prakash-uras-2886836,1721164560000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ: ನಿಮ್ಮ ಫೇಸ್‌ಬುಕ್‌ಗೂ ಬೇಕು ಸ್ವಚ್ಛತೆಯ ಅಭಿಯಾನ!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-clean-up-your-facebook-feed-with-relevant-posts-2886834,1721145157766,Tech-tips-technology
ವಾಟ್ಸ್ಆ್ಯಪ್‌ನಲ್ಲಿ ಬರುವ ಎಪಿಕೆ ಫೈಲ್ ಕ್ಲಿಕ್ ಮಾಡುವ ಮುನ್ನ ಎಚ್ಚರ!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/cyber-safety-dont-fall-prey-to-apk-download-cyber-fraud-2850558,1718757000000,Tech-tips-technology
ದೂರದ ಜನರಿಗೆ ಹತ್ತಿರವಾಗಬಲ್ಲ ಸ್ಮಾರ್ಟ್ ಐಸಿಯು,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/what-is-smart-icu-in-medical-field-future-of-medi-tech-2814563,1716337800000,Tech-tips-technology
ಸೈಬರ್ ವಂಚನೆಯ ಗಾಳಗಳು,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/cyber-fraudsters-have-new-tricks-to-lure-you-beware-2796560,1715126400000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ | ‘ಟೆಲಿಪೋರ್ಟೇಷನ್‌’ ಸಾಧ್ಯವಾಗಲಿದೆಯೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/teleportation-tecnology-news-2796525,1715124600000,Tech-tips-technology
ಕೇಳಿದ್ದನ್ನು 'ಕೊಡುವ' ಕೃತಕ ಬುದ್ಧಿಮತ್ತೆಯ ಜಾಣರು,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/artificial-intelligence-chatbots-competitors-of-chatgpt-by-meta-microsoft-google-x-2777237,1713911580000,Tech-tips-technology
ಚಿತ್ರಗಳ ಕೃತಿಸ್ವಾಮ್ಯ ರಕ್ಷಣೆಗೆ ಡಿಜಿಟಲ್ ಸಹಿ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/camera-with-metadata-which-cannot-be-deleted-when-forwarding-in-social-media-2765955,1713302880000,Tech-tips-technology
"ಮಧುಮೇಹದಂತಹ ಜೀವನಶೈಲಿ ಕಾಯಿಲೆಗಳ ನಿಯಂತ್ರಣ, ತಡೆಗಟ್ಟುವಿಕೆಗೆ AI ತಂತ್ರಜ್ಞಾನ",https://www.prajavani.nethttps://www.prajavani.net/health/twin-health-ai-powered-anti-diabetes-programme-provides-customised-advice-to-reverse-chronic-metabolic-diseases-2754815,1712385111748,Tech-tips-technology
ಆರೋಗ್ಯಕ್ಕೆ ಫಿಟ್ನೆಸ್ ಟ್ರ್ಯಾಕರ್‌ಗಳು,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/fitness-trackers-smart-watch-smart-bands-helps-in-healthy-lifestyle-2710444,1709681400000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ: ಮರೆಯಲ್ಲಿರುವುದನ್ನೂ ಕಾಣುವ ಸಾಧನ! ಕಾರ್ಯವೈಖರಿ ಹೇಗೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/science/technology-a-tool-to-see-the-hidden-how-is-the-performance-2702118,1709068980000,Tech-tips-technology
CAPTCHA: ನೀವು ಮನುಷ್ಯರೇ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/captcha-technology-are-you-human-2683227,1707868800000,Tech-tips-technology
ಐದೇ ನಿಮಿಷದಲ್ಲಿ ಬ್ಯಾಟರಿ ಚಾರ್ಚ್‌!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/battery-charge-charge-the-battery-in-five-minutes-2682371,1707867060000,Tech-tips-technology
ಅಂಗೈಯಲ್ಲಿ ಷೇರು ಮಾರುಕಟ್ಟೆ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/know-the-best-trading-apps-for-investing-in-share-market-2674211,1707265800000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ: ಬಯೊ ಹೈಬ್ರಿಡ್ ರೋಬೊ ಸಿದ್ಧ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/bio-hybrid-robot-is-ready-to-use-2664200,1706657400000,Tech-tips-technology
ಮೊಬೈಲ್ ಫೋನ್‌ ಅತಿ ಬಳಕೆ ನಿಯಂತ್ರಿಸುವ ಆ್ಯಪ್‌ಗಳು,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/apps-that-control-mobile-phone-overuse-2661208,1706484660000,Tech-tips-technology
ಶಾರ್ಟ್‌ಕಟ್ಸ್‌ :  ಕಂಪ್ಯೂಟರ್ ಕೆಲಸಕ್ಕೆ ವೇಗ,https://www.prajavani.nethttps://www.prajavani.net/technology/shortcuts-speed-up-computer-work-2654401,1706052600000,Tech-tips-technology
ವಿದೇಶಗಳಲ್ಲೂ ಭಾರತೀಯರಿಗೆ Google Pay ಸೇವೆ: NPCI ಜೊತೆ ಮಹತ್ವದ ಒಪ್ಪಂದ,https://www.prajavani.nethttps://www.prajavani.net/news/india-news/google-pay-signs-pact-with-npci-to-expand-upi-payments-outside-india-2645779,1705486941090,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ | ಚಾರಣದ ಹಾದಿ ಸಲೀಸಾಗಬೇಕೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/google-maps-for-tracking-tourism-travel-2626088,1704227400000,Tech-tips-technology
ತಂತ್ರಜ್ಞಾನ | ವೈರ್‌ಲೆಸ್ ಟೆಲಿವಿಷನ್ ಬಂತು ನೋಡಿ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/wireless-television-the-worlds-first-truly-wireless-tv-is-also-the-worlds-safest-wall-mounted-tv-2626049,1704227400000,Tech-tips-technology
ಒಂದೇ ಫೋನ್‌ನಲ್ಲಿ ಎರಡು ವಾಟ್ಸ್ಆ್ಯಪ್ ಖಾತೆ ಬಳಸುವುದು ಹೇಗೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-use-two-whatsapp-accounts-in-one-mobile-phone-2609856,1703028600000,Tech-tips-technology
ಎಐ ತಂತ್ರಜ್ಞಾನದ ಪ್ರಭಾವ: ಪಠ್ಯದಿಂದ ಚಿತ್ರ ತಯಾರಿಸುವುದು ಹೇಗೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/photos-making-by-using-artificial-intelligence-technology-2600606,1702423800000,Tech-tips-technology
ಡಿಜಿಟಲ್ ವಂಚನೆ: ಗೂಗಲ್ ಪ್ಲೆಸ್ಟೋರ್‌ನಿಂದ 17 ಆ್ಯಪ್‌ಗಳು ಡಿಲೀಟ್ ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/google-dwon-several-loan-apps-for-spying-and-fraudulent-activities-2595344,1702032525308,Tech-tips-technology
ಗಟ್ಟಿಗೊಳಿಸಬೇಕಿದೆ ಡಿಜಿಟಲ್ ಕ್ರಾಂತಿಯ ಬೆನ್ನೆಲುಬು: ಡಾ. ಶ್ರೀರಾಮ್ ಶ್ರೀನಿವಾಸನ್,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/experts-onon-on-technology-2584799,1701359080255,Tech-tips-technology
"ನಿಮಗಿದು ತಿಳಿದಿರಲಿ: ಇಂಟರ್ನೆಟ್ ವೇಗದ ಅಸಲಿಯತ್ತು - Mbps ಅಥವಾ MBps?
",https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/difference-between-mbps-and-mbps-internet-speed-and-data-transfer-2-2580648,1701216060000,Tech-tips-technology
ಕುಕೀ ಪ್ರೊಫೈಲ್: ನಮ್ಮ ಇಂಟರ್‌ನೆಟ್‌ ಬಯೋಡೇಟಾ!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/cookies-internet-biodata-2571573,1700609580000,Tech-tips-technology
ತಪ್ಪು ಮಾಹಿತಿ ತಡೆಗೆ ವಾಟ್ಸ್‌ಆ್ಯಪ್‌ನಿಂದ ‘ಚೆಕ್‌ ದಿ ಫ್ಯಾಕ್ಟ್‌’ ಅಭಿಯಾನ,https://www.prajavani.nethttps://www.prajavani.net/ampstories/technology/social-media/whatsapp-rolls-out-check-the-fact-campaign-to-raise-user-safety-2571858,1700572906114,Tech-tips-technology
ಮೈಕ್ರೊಸಾಫ್ಟ್ ಕಂಪನಿ ಸೇರಿದ ಚಾಟ್ ಜಿಪಿಟಿ ಸೃಷ್ಟಿಕರ್ತ ಸ್ಯಾಮ್‌ ಆಲ್ಟ್‌ಮನ್‌,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/satya-nadella-hires-sam-altman-for-microsofts-advance-ai-research-2570084,1700475989376,Tech-tips-technology
ಆನ್‌ಲೈನ್ ಸ್ನೇಹಿತ.. ಉಡುಗೊರೆ ಆಮಿಷವೊಡ್ಡಿ ಲಕ್ಷ ಲಕ್ಷ ಕಿತ್ತ! ಗೃಹಿಣಿ ಗೋಳು,https://www.prajavani.nethttps://www.prajavani.net/district/bengaluru-city/cyber-crime-in-bengaluru-2-2565458,1700266680000,Tech-tips-technology
ಶುಭಮನ್ ಗಿಲ್–ಸಾರಾ ತೆಂಡೂಲ್ಕರ್ ಬೆನ್ನುಬಿದ್ದ ಡೀಪ್‌ಫೇಕ್‌!,https://www.prajavani.nethttps://www.prajavani.net/technology/social-media/after-rashmika-katrina-rumoured-couple-shubman-and-sara-tendulkar-become-victims-of-deepfake-2558666,1699614990311,Tech-tips-technology
ಐಫೋನ್ ಆಂಡ್ರಾಯ್ಡ್ ಫೋನ್‌ಗಳಲ್ಲಿ ಕನ್ನಡ ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/kannada-typing-keyboards-for-android-and-apple-ios-devices-2543658,1698794160000,Tech-tips-technology
INDIA ಕೂಟದವರ ಐಫೋನ್‌ ಹ್ಯಾಕಿಂಗ್ ಪ್ರಯತ್ನ: ಆ್ಯಪಲ್‌ನಿಂದ ಎಚ್ಚರಿಕೆಯ ಸಂದೇಶ,https://www.prajavani.nethttps://www.prajavani.net/news/india-news/apple-alerts-shashi-tharoor-mahua-moitra-of-possible-state-sponsored-hacking-attempts-on-their-iphones-2543462,1698738530347,Tech-tips-technology
"ರಾಜ್ಯೋತ್ಸವ: ತಂತ್ರಜ್ಞಾನ ಲೋಕದಲ್ಲಿ ಕನ್ನಡ ಆದದ್ದು ಇಷ್ಟು, ಆಗಬೇಕಾದದ್ದು ಅಷ್ಟು!",https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/technology-kannada-thats-what-happened-thats-all-that-needs-to-be-done-2540017,1698548949090,Tech-tips-technology
‘ಪಾರ್ಟ್‌ಟೈಂ ಕೆಲಸ ನಂಬಿ ಹಣ ಕಳೆದುಕೊಂಡೆ’,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/cyber-awarness-bhomika-2535142,1698451140000,Tech-tips-technology
OTP ಇಲ್ಲದೆಯೇ‌ ಬ್ಯಾಂಕ್‌ನಿಂದ ಹಣ ಹೋಗದಂತೆ ಬಯೋಮೆಟ್ರಿಕ್ ಲಾಕ್ ಮಾಡುವುದು ಹೇಗೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-lock-your-aadhaar-biometric-authentication-system-2514625,1696966200000,Tech-tips-technology
ಡಿಜಿಟಲ್ ಲೋಕದ ಮಾರ್ಜಾಲಸನ್ಯಾಸಿ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/information-about-dogerat-malware-2495624,1695775080000,Tech-tips-technology
Illusion Diffusion AI: ಕಣ್ಣಾರೆ ಕಂಡರೂ ಪರಾಂಬರಿಸಿ ನೋಡಿ!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/illusion-diffusion-ai-new-trend-in-image-modification-ai-tools-2495643,1695774720000,Tech-tips-technology
"ಬ್ಯುಸಿನೆಸ್‌ ಮೆಸೇಜಿಂಗ್‌, ವಾಟ್ಸ್‌ಆ್ಯಪ್‌ಗೆ ಮೆಟಾ ಆದ್ಯತೆ",https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/business-messaging-whatsapp-engines-of-growth-biz-digitisation-driving-headroom-meta-india-head-2493485,1695563797861,Tech-tips-technology
'TIME' ಜಗತ್ತಿನ ಅತ್ಯುತ್ತಮ 100 ಕಂಪನಿಗಳ ಪಟ್ಟಿ ಬಿಡುಗಡೆ: ಭಾರತದ್ದು ಒಂದೇ!,https://www.prajavani.nethttps://www.prajavani.net/business/commerce-news/infosysonly-indian-firm-in-times-top-100-worlds-best-companies-of-2023-2482375,1694772642750,Tech-tips-technology
ಪವರ್ ಪಾಯಿಂಟ್ ಸೃಷ್ಟಿಕರ್ತ ಟೆಕಿ ಡೆನ್ನಿಸ್ ಅಸ್ಟಿನ್ ನಿಧನ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/powerpoint-software-co-creatordennisaustindies-at-76-2475802,1694361969359,Tech-tips-technology
ಕಂಪ್ಯೂಟರನ್ನು ವೈಫೈ ಹಾಟ್‌ಸ್ಪಾಟ್ ಆಗಿ ಬಳಸುವುದು ಹೇಗೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-make-your-pc-or-laptop-as-mobile-hotspot-for-internet-connection-2-2468088,1693956600000,Tech-tips-technology
ದೇಸಿ ಬ್ರೌಸರ್ ಅಭಿವೃದ್ಧಿಪಡಿಸಿದರೆ ಸಿಗಲಿದೆ ₹3.4 ಕೋಟಿ ಬಹುಮಾನ!,https://www.prajavani.nethttps://www.prajavani.net/news/india-news/india-to-have-its-won-indigenous-web-browser-google-chrome-mozzila-firefox-microsoft-edge-2435316,1691677724044,Tech-tips-technology
ಗೂಗಲ್ ಲೆನ್ಸ್ ಅಗಾಧ ಸಾಮರ್ಥ್ಯ: ಪತ್ರಿಕೆಯನ್ನು ಬೇರೆ ಭಾಷೆಯಲ್ಲೂ ಓದಬಹುದು!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-use-google-lens-and-what-are-benefits-of-google-lens-2421063,1690933440000,Tech-tips-technology
"ನೀವೂ AI ಆ್ಯಂಕರ್ ಸೃಷ್ಟಿಸಿಕೊಳ್ಳಿ, ಅದೂ ಉಚಿತವಾಗಿ!",https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-create-your-own-artificial-intelligence-news-anchor-2-2407802,1690352698355,Tech-tips-technology
ಥ್ರೆಡ್ಸ್‌ ನಂತರ ಚಾಟ್‌ಬಾಟ್‌ ಕ್ಷೇತ್ರಕ್ಕೆ ಮೆಟಾ ‍‍‍ಪದಾರ್ಪಣೆ: 'ಲಾಮಾ 2' ಲೋಕಾರ್ಪಣೆ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/meta-introduce-its-chatbot-version-llama-2-2396236,1689749818100,Tech-tips-technology
ಕೃತಕ ಬುದ್ಧಿಮತ್ತೆಯ ಟಿವಿ ಆ್ಯಂಕರ್‌!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/artificial-intelligence-anchor-lisa-sophia-sana-robots-2381686,1689120300000,Tech-tips-technology
ವ್ಯಾಕರಣ ಛಂದಸ್ಸಿನ ಅಧ್ಯಯನಕ್ಕೊಂದು ತಂತ್ರಾಂಶ,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/a-software-for-the-study-of-grammatical-prosody-2356815,1688521200000,Tech-tips-technology
ಆಂಡ್ರಾಯ್ಡ್ ಫೋನ್‌ನಿಂದ ಐಫೋನ್‌ಗೆ ಬದಲಾಗುವುದು ಹೇಗೆ?,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/how-to-switch-from-android-to-apple-iphone-through-move-to-ios-app-2369790,1688517180000,Tech-tips-technology
Artificial Intelligence: ಚಾಟ್‌ ಜಿಪಿಟಿ vs ಗೂಗಲ್ ಬಾರ್ಡ್,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/explainer-on-features-of-artificial-intelligence-chatgpt-vs-google-bard-2357938,1687912920000,Tech-tips-technology
ಖೋಟಾ ವಿಮರ್ಶೆ: ಹೊಗಳುವವರಿದ್ದಾರೆ ಎಚ್ಚರಿಕೆ!,https://www.prajavani.nethttps://www.prajavani.net/technology/tech-tips/online-shopping-fake-review-industry-2343594,1687301040000,Tech-tips-technology
