headline,url,published,category
ಚಿಕ್ಕಬಳ್ಳಾಪುರ: ಹೆಚ್ಚುತ್ತಿದೆ ಹೂವಿನ ಘಮ,https://www.prajavani.nethttps://www.prajavani.net/district/chikkaballapur/flower-farming-chikkaballapur-floriculture-export-market-ornamental-flowers-horticulture-3291448,1747528200000,Agriculture
ಮಾವು: ಮನೆಯೇ ಮಾರುಕಟ್ಟೆ,https://www.prajavani.nethttps://www.prajavani.net/district/koppal/koppal-kesar-mango-market-farmers-home-trade-horticulture-export-demand-3291439,1747528200000,Agriculture
ಮಡಿಕೇರಿ: ಸಮಗ್ರ ಕೃಷಿಯಲ್ಲಿ ಯಶಸ್ಸು ಕಂಡ ಎಂಬಿಎ ಪದವೀಧರ,https://www.prajavani.nethttps://www.prajavani.net/district/kodagu/integrated-farming-mba-farmer-orchid-nursery-kodagu-success-story-3270219,1746162958907,Agriculture
ರೋಣ: ವೈಜ್ಞಾನಿಕ ಪದ್ಧತಿಯಲ್ಲಿ ದಾಳಿಂಬೆ ಕೃಷಿ,https://www.prajavani.nethttps://www.prajavani.net/district/gadaga/rona-pomegranate-cultivation-in-a-scientific-manner-3270079,1746159615458,Agriculture
Technology: ಸಖಿಯರ ಕನಸಿಗೆ ರೆಕ್ಕೆ ಕಟ್ಟಿದ ಡ್ರೋನ್‌,https://www.prajavani.nethttps://www.prajavani.net/agriculture/technology-in-agriculture/drone-story-drone-sakhi-koppal-women-empowerment-karnataka-drone-agriculture-india-namo-drone-didi-scheme-mahadevi-chandrashekar-3262523,1745710200000,Agriculture
ಬಾಗಲಕೋಟೆ: ಮಾವಿನ ಹಣ್ಣಿನ ಪೂರೈಕೆಯಲ್ಲಿ ಕುಸಿತ,https://www.prajavani.nethttps://www.prajavani.net/district/bagalkot/mango-supply-decline-cyclone-impact-price-hike-bagalkot-3252503,1745036948638,Agriculture
ಬಂಜರು ಭೂಮಿಯಲ್ಲಿ ದ್ರಾಕ್ಷಿ ಬೆಳೆದು ಮೂರೇ ವರ್ಷದಲ್ಲಿ ಕೋಟ್ಯಧೀಶನಾದ ರೈತ!,https://www.prajavani.nethttps://www.prajavani.net/district/kalaburagi/farmer-becomes-a-millionaire-in-just-three-years-in-chincholi-3227340,1743483728699,Agriculture
ರಾಯಚೂರು ಎಪಿಎಂಸಿಗೆ ಹೆಚ್ಚಿದ ಹತ್ತಿ ಆವಕ,https://www.prajavani.nethttps://www.prajavani.net/district/raichur/increased-cotton-demand-for-raichur-apmc-3200166,1741673275798,Agriculture
ಶೃಂಗೇರಿ: ರಾಸಾಯನಿಕ ಮುಕ್ತ ಭತ್ತ ಬೆಳೆ ಯಶಸ್ವಿ,https://www.prajavani.nethttps://www.prajavani.net/district/chikkamagaluru/sringeri-without-using-chemical-paddy-crop-succeeded-an-report-3169416,1739600089230,Agriculture
ಶಿಡ್ಲಘಟ್ಟ: ಮಾಸುತ್ತಿದೆ ರೇಷ್ಮೆ ಕೃಷಿಕರ ಬದುಕಿನ ಬಣ್ಣ,https://www.prajavani.nethttps://www.prajavani.net/district/chikkaballapur/sidlaghatta-silk-crop-farmers-facing-problems-3141106,1738043343664,Agriculture
ಸಂತೇಬೆನ್ನೂರು: ಕೃಷಿ ಕಾಯಕ ಚುರುಕುಗೊಳಿಸಿದ ಅಲಸಂದೆ,https://www.prajavani.nethttps://www.prajavani.net/district/davanagere/davanagere-santhebennuru-agricultural-activities-details-3096143,1734760005429,Agriculture
ಹಳೆ ಬೀಜ ಹೊಸ ತಂತ್ರ ಕೂಡಿರಲು ಕೃಷಿ ಸೊಗಸು,https://www.prajavani.nethttps://www.prajavani.net/agriculture/technology-in-agriculture/solution-for-seed-germination-challenges-agreeculture-tech-science-3091170,1734479700000,Agriculture
ಬಳ್ಳಾರಿ | ದರ ಕುಸಿತ: ಭತ್ತ ಬೆಳೆಗಾರರಿಗೆ ಸಂಕಷ್ಟ,https://www.prajavani.nethttps://www.prajavani.net/district/ballari/ballary-unseasonal-rains-cyclones-crop-damage-low-prices-trouble-for-paddy-growers-3090417,1734410843892,Agriculture
ಕರ್ನಾಟಕ ರಾಜ್ಯೋತ್ಸವ ಪ್ರಶಸ್ತಿ ಪುರಸ್ಕೃತೆ ಪುಟ್ಟೀರಮ್ಮನ ಕೃಷಿ ಜ್ಞಾನದ ಪರಸಂಗ..,https://www.prajavani.nethttps://www.prajavani.net/agriculture/technology-in-agriculture/karnataka-rajyotsava-award-winner-2024-putteeramma-story-3078310,1733613780000,Agriculture
Video | ಯಂತ್ರವೇ ಯಶಸ್ಸಿನ ಮಂತ್ರ; ತುಮಕೂರು ವಕೀಲರ ಮಾದರಿ ಕೃಷಿ,https://www.prajavani.nethttps://www.prajavani.net/agriculture/agricultural-activity-machine-is-the-mantra-of-success-model-farming-by-tumkur-advocate-3078244,1733556805075,Agriculture
ಪಕ್ಕಾ ದೇಶಿ ಟ್ರೆಂಡ್ ಹೋರಿ ಹಬ್ಬ.. ಇದು ಹೋರಿಗಳ ಮಿಂಚಿನ ಓಟ..!,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/hori-habba-a-farmers-cultural-tradition-is-present-deshi-trend-in-karnataka-a-detail-article-by-manjunath-bhadrashetti-3060070,1732410060000,Agriculture
ಬಂಗಾರಪೇಟೆ: ಯುವ ರೈತನ ಕೈಹಿಡಿದ ಡ್ರ್ಯಾಗನ್ ಫ್ರೂಟ್,https://www.prajavani.nethttps://www.prajavani.net/district/kolar/bangarapete-farmers-gets-success-in-dragon-fruit-crop-3036101,1730873216704,Agriculture
ಹವಾಮಾನ ಬದಲಾವಣೆಗೆ ತತ್ತರಿಸುತ್ತಿರುವ ಭಾರತದ ಕೃಷಿ ಕಾರ್ಮಿಕರು: ಆತಂಕ ತಂದ ವರದಿ,https://www.prajavani.nethttps://www.prajavani.net/news/india-news/cop29-report-infants-older-adults-in-india-exposed-to-more-heatwave-days-in-last-decade-lancet-report-reveals-3028171,1730263354923,Agriculture
ಬಾಗೇಪಲ್ಲಿ: ಮಿಶ್ರ ಬೆಳೆಯಿಂದ ಬದುಕು ಕಟ್ಟಿಕೊಂಡ  ರೈತ,https://www.prajavani.nethttps://www.prajavani.net/district/chikkaballapur/agriculture-farmer-eshwarareddy-successful-story-at-bagepalli-2994908,1728532576263,Agriculture
ಯಲ್ಲಾಪುರ: ಅಡಿಕೆ ತೋಟದಲ್ಲಿ ನಳನಳಿಸುವ ಡ್ರ್ಯಾಗನ್ ಫ್ರುಟ್ ,https://www.prajavani.nethttps://www.prajavani.net/district/uttara-kannada/agriculture-yallapura-farmers-succes-story-dragon-fruit-in-between-arecanut-tree-2984047,1727410660264,Agriculture
ಎಮ್ಮೆಗಳಿಗೂ ಬ್ಯೂಟಿ ಪಾರ್ಲರ್‌!,https://www.prajavani.nethttps://www.prajavani.net/district/belagavi/special-story-about-beauty-parlour-to-buffalos-2976397,1726964100000,Agriculture
ವೇಮಗಲ್: ಲಾಭ ತರುತ್ತಿದೆ ಸಾವಯವ ಕೃಷಿ,https://www.prajavani.nethttps://www.prajavani.net/district/kolar/farmers-success-in-organic-farmering-in-vemagal-2971710,1726643413619,Agriculture
ಕರಿಮೆಣಸು ಬೆಳೆದು ಹೊಸ ಬದುಕು ಕಂಡ ರೈತ,https://www.prajavani.nethttps://www.prajavani.net/district/chitradurga/farmer-from-shrirampur-success-in-black-pepper-crop-2971042,1726642026062,Agriculture
ಶೇಡಿ ಲಚ್ಚಣ್ಣ ಬೆಳೆಸಿದ ಹೊಸಹಳ್ಳಿ ಸಾಲುಮರ: 150 ಕ್ಕೂ ಹೆಚ್ಚು ಅಪ್ಪೆಮಿಡಿಗಳು!,https://www.prajavani.nethttps://www.prajavani.net/agriculture/technology-in-agriculture/hoshahalli-salumara-grown-by-shady-lacchanna-more-than-150-appemidis-2938593,1726347720000,Agriculture
ಶ್ರೀರಂಗಪಟ್ಟಣ: ತೆಂಗಿಗೆ ಕಪ್ಪುತಲೆ ಹುಳು ಬಾಧೆ ,https://www.prajavani.nethttps://www.prajavani.net/district/mandya/srirangapatna-coconut-tree-facing-issues-details-2961033,1726032975859,Agriculture
ಕೃಷಿ ಖುಷಿ: ಎಂ.ಟೆಕ್ ಪದವೀಧರನ ಸಮಗ್ರ ಕೃಷಿ,https://www.prajavani.nethttps://www.prajavani.net/district/ramanagara/m-tech-graduate-agriculture-success-2951884,1725340382202,Agriculture
ಮಾಲೂರು: ರೈತರಿಗೆ ಆದಾಯದ ಮೂಲವಾದ ಗುಲಾಬಿ,https://www.prajavani.nethttps://www.prajavani.net/district/kolar/malur-rose-crop-successful-story-by-farmers-2944005,1724827349440,Agriculture
ಪರಶುರಾಂಪುರ | ದಾಳಿಂಬೆಯೊಂದಿಗೆ ಇತರ ಬೆಳೆ: ಕೈತುಂಬ ಆದಾಯ,https://www.prajavani.nethttps://www.prajavani.net/district/chitradurga/chitradurga-other-crop-with-pomegranate-earn-generous-income-2944127,1724826849859,Agriculture
"ಶಿವಮೊಗ್ಗ: 30,057 ಹೆಕ್ಟೇರ್‌ ಅಡಿಕೆಗೆ ಕೊಳೆ ರೋಗ ",https://www.prajavani.nethttps://www.prajavani.net/district/shivamogga/areca-nut-crop-facing-problems-at-shivamogga-details-2943592,1724826595961,Agriculture
ಬಹು ಆಕರ್ಷಣೀಯ ಪಾಂಡವರ ಅಡಿಕೆ,https://www.prajavani.nethttps://www.prajavani.net/agriculture/farming/article-about-areca-palm-nut-2931026,1723936680000,Agriculture
ಧರ್ಮಪುರ: ಹೊಸ ಪ್ರಯೋಗಗಳ ಪ್ರಗತಿಪರ ರೈತ ಅರುಣ್‌ ಕುಮಾರ್‌ ,https://www.prajavani.nethttps://www.prajavani.net/district/chitradurga/dharampura-new-experiments-by-innovative-farmer-arun-kumar-dragon-fruit-2926029,1723618360595,Agriculture
ಕುಂಸಿ | ಸಾವಯವ ಕೃಷಿ; ಮಾದರಿಯಾದ ನಿವೃತ್ತ ನೌಕರ ,https://www.prajavani.nethttps://www.prajavani.net/district/shivamogga/kumsi-organic-farming-retired-employee-becomes-role-model-2925904,1723618171776,Agriculture
ಹುಮನಾಬಾದ್: ಗುಲಾಬಿ ಬೆಳೆದು ಯಶ ಕಂಡ ರೈತ,https://www.prajavani.nethttps://www.prajavani.net/district/bidar/hanumabad-rose-flower-success-story-by-farmer-tukaram-2926392,1723614740113,Agriculture
ICARನಿಂದ ವಿವಿಧ ಬೆಳೆಗಳ 109 ಹೊಸ ತಳಿ: ಪ್ರಧಾನಿಯಿಂದ ಬಿಡುಗಡೆ– ಸಚಿವ ಚವ್ಹಾಣ್,https://www.prajavani.nethttps://www.prajavani.net/news/india-news/pm-to-release-varieties-of-seeds-developed-by-icar-union-minister-chouhan-2922293,1723300196654,Agriculture
ರೈತಮಿತ್ರ ‘ಕೃಷಿ ಸೆಂಟ್ರಲ್ ಆ್ಯಪ್’,https://www.prajavani.nethttps://www.prajavani.net/agriculture/technology-in-agriculture/krishi-central-app-for-farmers-lot-of-benefits-2916908,1722987000000,Agriculture
ಯುರೋಪ್‌ನಲ್ಲಿ ಅರಣ್ಯನಾಶ ನಿಯಂತ್ರಣ ಕಾಯ್ದೆ ಜಾರಿ: ರಬ್ಬರ್‌ ಬೆಳೆಗಾರರ ಆತಂಕ,https://www.prajavani.nethttps://www.prajavani.net/news/india-news/rubber-board-will-take-steps-to-check-adverse-impact-of-eus-deforestation-regulation-official-2916820,1722956899316,Agriculture
"ಮಿಶ್ರ ಬೇಸಾಯ, ಕೈತುಂಬ ಆದಾಯ: ಸಾವಯವ ಪದ್ಧತಿಯಲ್ಲಿ ಸೈ ಎನಿಸಿಕೊಂಡ ಕವಿತಾ",https://www.prajavani.nethttps://www.prajavani.net/district/mandya/kavita-who-became-success-in-organic-farming-2912936,1722752107791,Agriculture
ಶಿರಸಿ: ಹಸಿ ಕೊಳೆ ಅಡಿಕೆ ಕೆಜಿಗೆ ₹30 ಪೈಸೆ,https://www.prajavani.nethttps://www.prajavani.net/district/uttara-kannada/monsoon-rain-effect-on-agriculture-sirsi-arecanut-rate-loss-details-2912230,1722641580000,Agriculture
ಪ್ರಗತಿಪರ ರೈತರ ಯಶೋಗಾಥೆ: ಕೆಂಪು ಸೊಳೆ ಹಲಸು ಅರಸುತ್ತಾ..,https://www.prajavani.nethttps://www.prajavani.net/agriculture/farming/mr-ananthamurthy-javali-exploring-rare-special-jack-fruits-trees-for-better-yield-2902844,1722123000000,Agriculture
ಪ್ರಗತಿಪರ ರೈತರ ಯಶೋಗಾಥೆ: ಐದು ಎಕರೆಯ ಕ್ರಾಂತಿ ಕಥನ,https://www.prajavani.nethttps://www.prajavani.net/agriculture/farming/progressive-farmer-ravish-success-story-2902859,1722123000000,Agriculture
ಹಿರಿಯೂರು | ಡ್ರ್ಯಾಗನ್ ಫ್ರೂಟ್; ಭರಪೂರ ಫಸಲು,https://www.prajavani.nethttps://www.prajavani.net/district/chitradurga/dragon-fruit-grower-special-story-2897377,1721803931519,Agriculture
ಭದ್ರಾವತಿ | ನೈಸರ್ಗಿಕ ಕೃಷಿಯಲ್ಲೇ ಸಾಧನೆ,https://www.prajavani.nethttps://www.prajavani.net/district/shivamogga/a-farmer-from-bhadravathi-achieved-in-natural-farming-2897206,1721803352766,Agriculture
ಹಿರೇಕೆರೂರು: ರೈತನಿಗೆ ಸಿಹಿ ತಂದ ಹಾಗಲಕಾಯಿ,https://www.prajavani.nethttps://www.prajavani.net/district/haveri/bitter-gourd-crop-success-by-haveri-farmer-2890335,1721362301044,Agriculture
ಚನ್ನಮ್ಮನ ಕಿತ್ತೂರು | ಹೆಚ್ಚಿದ ಸೋಯಾಬೀನ್ ಬಿತ್ತನೆ,https://www.prajavani.nethttps://www.prajavani.net/district/belagavi/more-sowing-of-soybeans-in-channammana-kittur-taluk-2882298,1720846724965,Agriculture
ಕೃಷಿ ಖುಷಿ |  ಕೈ ಹಿಡಿದ ಟೊಮೆಟೊ ಬೆಳೆ,https://www.prajavani.nethttps://www.prajavani.net/district/chikkaballapur/a-cheluru-farmer-succeed-in-tomato-crop-2878793,1720596127525,Agriculture
ಧರ್ಮಪುರ: ಬಯಲುಸೀಮೆಯಲ್ಲಿ ಸಮೃದ್ಧ ಜಂಬೂ ನೇರಳೆ,https://www.prajavani.nethttps://www.prajavani.net/district/chitradurga/dharmapur-syzygium-fruit-crop-at-chitradurga-2850811,1718778328639,Agriculture
ಸಂತೇಬೆನ್ನೂರು | ಶಿಕ್ಷಕನ ಕೃಷಿ ಪ್ರೀತಿ; ಅಲ್ಪಾವಧಿಯಲ್ಲಿ ಅಧಿಕ ಲಾಭ,https://www.prajavani.nethttps://www.prajavani.net/district/davanagere/krushi-mathu-santhebennuru-teachers-interest-towards-agriculture-becomes-role-model-2851422,1718776852268,Agriculture
Video | ಅಂಜೂರ ಬೆಳೆದರೆ ಅಂಜಬೇಕಿಲ್ಲ,https://www.prajavani.nethttps://www.prajavani.net/agriculture/farming/anjura-fig-plantation-in-bellary-karnataka-2846452,1718372002423,Agriculture
ಕೃಷಿ ಖುಷಿ | ಮಾಲೂರು: ನೀರಿನ ಸಮಸ್ಯೆ ನಡುವೆ ಹುಲುಸಾದ ಕಬ್ಬು,https://www.prajavani.nethttps://www.prajavani.net/district/kolar/sugarcane-crop-amid-water-problem-2842753,1718176419097,Agriculture
ವಿಜ್ಞಾನ & ತಂತ್ರಜ್ಞಾನ: ಕಿಸಾನ್ ಕವಚ– ರೈತರನ್ನು ಕಾಯುವ ಬಟ್ಟೆಯ ಗುರಾಣಿ,https://www.prajavani.nethttps://www.prajavani.net/agriculture/technology-in-agriculture/kissan-kavach-a-shield-of-cloth-for-the-farmers-2841325,1718121326459,Agriculture
ಕೃಷಿ ಖುಷಿ | ‘ಶಶಿ’ಗೆ ಘಮ ತಂದ ಸುಗಂಧರಾಜ,https://www.prajavani.nethttps://www.prajavani.net/district/chikkaballapur/success-story-of-kachamachenahalli-young-farmer-of-gauribidanur-2839009,1717917034165,Agriculture
"ರಾಂಪುರ: ಹೆಸರು, ತೊಗರಿ ಬಿತ್ತನೆ ಪ್ರಾರಂಭ",https://www.prajavani.nethttps://www.prajavani.net/district/bagalkot/bagalakote-monsoon-start-of-togari-gram-sowing-2835044,1717648312768,Agriculture
ಗ್ಲಿಪ್ಟೊಥೊರಾಕ್ಸ್ ಪುಣ್ಯಬ್ರತೈ: ಹೊಸ ಕ್ಯಾಟ್‌ಫಿಶ್‌ ಪ್ರಭೇದ,https://www.prajavani.nethttps://www.prajavani.net/education-career/education/icar-nbfgr-new-cat-fish-2834905,1717621680000,Agriculture
Video Story: ಬಂಜರು ಭೂಮಿಯಲ್ಲಿ ಮಾವಿನ ಫಸಲು- ವಿದೇಶದಲ್ಲಿಯೂ ಪಸರಿಸಿದ ಘಮಲು,https://www.prajavani.nethttps://www.prajavani.net/district/kalaburagi/mango-farmers-in-chincholi-2831993,1717427049692,Agriculture
Video | ವಿನಾಶದ ಅಂಚಿನಲ್ಲಿರುವ ನಾಡ ಮಾವು ತಳಿ ಸಂಗ್ರಹಿಸಿದ ಡಾ. ಮನೋಹರ ಉಪಾಧ್ಯ,https://www.prajavani.nethttps://www.prajavani.net/district/dakshina-kannada/manohar-upadhya-cultivate-the-nada-mango-crop-in-mangalore-hills-2814825,1716297499963,Agriculture
ಬಲು ರುಚಿ ಬಂಡೂರು ಕುರಿ.. ಬಂಡೂರಿನಲ್ಲೇ ಇಲ್ಲ ಮಟನ್‌ ಸ್ಟಾಲ್‌!,https://www.prajavani.nethttps://www.prajavani.net/food/special-story-on-bandur-sheep-breed-3-2803036,1715474580000,Agriculture
ಮಾವಿನಹಣ್ಣು: ಅಹಾ! ಧಾರವಾಡ ಆಲ್ಫಾನ್ಸೊ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/article-on-alphonso-mango-2793315,1714865400000,Agriculture
